Ward,B0_TO_4,B5_TO_14,B15_TO_24,B25_TO_64,B65_OLDER,C0_TO_4,C5_TO_14,C15_TO_24,C25_TO_64,C65_OLDER,I_A0_TO_4,I_A5_TO_14,I_A15_TO_24,I_A25_TO_64,I_A65_OLDER,W0_TO_4,W5_TO_14,W15_TO_24,W25_TO_64,W65_OLDER,BLOWER_CLASS,BWORKING_CLASS,BLOWER_MIDDLE_CLASS,BUPPER_MIDDLE_CLASS,BUPPER_CLASS,CLOWER_CLASS,CWORKING_CLASS,CLOWER_MIDDLE_CLASS,CUPPER_MIDDLE_CLASS,CUPPER_CLASS,I_ALOWER_CLASS,I_AWORKING_CLASS,I_ALOWER_MIDDLE_CLASS,I_AUPPER_MIDDLE_CLASS,I_AUPPER_CLASS,WLOWER_CLASS,WWORKING_CLASS,WLOWER_MIDDLE_CLASS,WUPPER_MIDDLE_CLASS,WUPPER_CLASS,BEMPLOYED,BUNEMPLOYED,CEMPLOYED,CUNEMPLOYED,I_AEMPLOYED,I_AUNEMPLOYED,WEMPLOYED,WUNEMPLOYED,BSOME_PRIMARY,BCOMPLETED_PRIMAR,BSOME_SECONDARY,BMATRIC,BHIGHER,BOTHER,CSOME_PRIMARY,CCOMPLETED_PRIMAR,CSOME_SECONDARY,CMATRIC,CHIGHER,COTHER,I_ASOME_PRIMARY,I_ACOMPLETED_PRIMAR,I_ASOME_SECONDARY,I_AMATRIC,I_AHIGHER,I_AOTHER,WSOME_PRIMARY,WCOMPLETED_PRIMAR,WSOME_SECONDARY,WMATRIC,WHIGHER,WOTHER,BFAMILY,BSINGLE,CFAMILY,CSINGLE,I_AFAMILY,I_ASINGLE,WFAMILY,WSINGLE,B_PERCENT_MALE,C_PERCENT_MALE,I_A_PERCENT_MALE,W_PERCENT_MALE,B_HOUSEHOLD,C_HOUSEHOLD,I_A_HOUSEHOLD,W_HOUSEHOLD
19100051,4,12,22,62,129,1,1,2,2,3,1,1,2,2,3,1,1,2,2,3,2,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,4,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,4,1,5,94,3,3,3
19100052,4,10,22,52,49,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,2,2,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,95,3,3,3
19100053,1,3,4,11,23,1,3,5,12,18,1,2,2,5,7,2,8,13,30,70,1,1,3,3,1,1,1,2,3,2,1,1,2,3,1,2,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3,4,3,1,1,1,1,1,1,2,2,1,3,2,3,13,19,9,63
19100054,1,1,2,3,6,2,6,14,37,62,2,2,2,5,6,2,5,9,22,29,1,1,2,3,3,2,2,2,3,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,3,4,3,3,1,1,1,1,1,2,1,2,2,3,1,2,1,1,2,2,1,1,1,2,2,3,2,3,5,54,10,35
19100055,1,2,2,5,6,2,5,10,29,34,1,2,3,6,5,2,7,11,29,56,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,6,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,3,3,3,1,1,1,1,1,1,2,3,3,2,2,3,1,1,1,2,1,1,1,2,2,3,2,3,6,41,9,49
19100056,1,1,3,5,6,2,4,8,22,33,2,3,5,11,14,2,3,13,23,24,1,1,2,3,2,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,2,3,3,2,1,1,1,2,2,2,1,2,2,2,3,2,1,1,1,2,1,1,1,2,2,2,2,2,7,33,20,44
19100057,1,1,2,4,9,1,2,4,9,13,1,2,2,5,4,2,5,15,34,37,1,1,2,2,1,1,1,1,3,1,1,1,1,2,2,1,2,3,3,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,3,5,2,1,1,1,1,1,1,1,2,1,2,2,2,5,13,10,75
19100058,1,1,2,4,6,1,1,2,5,5,1,1,2,4,2,2,4,11,32,72,1,1,2,4,2,1,1,1,2,1,1,1,1,2,1,2,2,3,4,5,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,1,1,1,2,2,1,2,2,2,8,9,8,80
19100059,1,1,5,5,3,1,2,3,8,13,2,4,10,12,11,2,4,18,20,44,1,1,2,4,2,1,1,2,2,2,1,1,2,5,3,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,2,4,3,1,2,2,2,4,2,1,1,1,1,1,2,1,2,1,2,2,2,8,14,30,52
19100060,1,1,2,2,4,1,2,2,6,4,2,3,5,10,7,2,8,19,36,52,1,1,2,3,2,1,1,2,3,2,1,1,2,4,4,2,2,3,4,6,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,3,5,3,1,1,1,1,1,1,2,2,1,2,2,2,4,9,19,71
19100061,1,1,2,3,3,1,3,5,13,12,2,4,5,13,7,2,5,10,24,34,1,1,2,3,2,1,1,3,3,2,1,1,2,3,5,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,1,2,3,3,1,2,2,2,3,2,1,1,1,1,1,1,1,2,1,2,2,2,5,22,25,52
19100062,1,1,2,3,4,1,3,5,14,28,2,5,6,15,24,2,7,11,26,40,1,1,1,3,1,1,1,2,3,1,1,2,2,1,1,1,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,3,2,1,2,2,2,2,3,1,2,2,2,4,2,1,1,1,1,1,1,1,2,1,2,2,3,5,22,26,51
19100063,1,1,1,3,2,2,6,11,36,39,2,5,5,13,13,2,4,7,14,18,1,1,2,4,1,1,2,5,5,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,6,3,1,1,2,2,2,3,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,3,2,3,2,56,22,23
19100064,1,2,2,5,5,2,6,12,31,16,1,1,2,3,2,2,5,8,24,30,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,3,2,3,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,1,1,1,2,2,3,2,3,8,44,6,46
19100065,1,1,1,2,2,4,12,25,66,74,1,2,2,4,2,1,1,1,2,2,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,4,3,93,6,3
19100066,1,1,1,2,2,3,8,16,44,50,3,7,10,22,13,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,4,3,4,1,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,3,2,3,2,64,36,2
19100067,1,1,1,2,3,3,10,22,60,66,1,3,3,6,5,1,2,2,3,2,1,1,1,1,1,2,3,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,5,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,2,88,10,4
19100068,1,1,1,2,4,4,13,27,67,97,1,2,2,3,3,1,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,3,94,5,3
19100069,1,1,2,3,3,2,6,11,28,22,1,2,2,5,2,2,6,9,29,46,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,2,2,3,3,3,1,1,1,2,1,1,1,2,2,2,2,3,3,41,6,54
19100070,2,4,6,14,14,1,1,2,2,4,1,1,1,2,2,3,9,12,36,75,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,4,1,1,1,1,1,1,2,2,2,2,2,3,22,3,2,77
19100071,1,2,6,11,7,2,5,16,36,36,1,1,2,4,5,3,8,12,32,31,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,3,2,3,1,1,1,1,1,1,2,2,2,3,3,4,1,1,1,2,1,1,2,2,1,3,2,3,7,38,5,53
19100072,1,1,1,2,2,2,4,7,21,20,1,2,3,7,6,2,7,13,32,49,1,1,2,2,1,1,2,3,3,3,1,1,1,3,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,2,2,1,2,3,3,2,3,1,1,1,1,1,1,2,2,2,3,2,3,2,31,11,59
19100073,1,1,1,2,2,1,2,4,13,27,1,1,2,4,3,2,9,15,36,72,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,1,1,1,1,1,1,2,2,1,2,2,2,2,21,6,75
19100074,2,3,6,16,6,2,3,5,13,10,1,1,1,3,2,3,7,9,33,29,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,3,4,5,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1,1,2,2,2,3,2,3,26,18,4,57
19100075,3,8,12,31,13,3,8,16,34,14,1,2,1,3,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,3,3,4,1,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,3,2,2,47,50,4,2
19100076,1,1,2,4,3,4,13,29,69,43,1,1,2,3,2,1,1,1,2,2,1,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,4,94,4,2
19100077,1,1,1,2,2,4,14,31,68,34,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,5,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,2,95,4,2
19100078,1,1,1,2,2,4,11,26,69,50,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,7,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,2,95,4,2
19100079,1,1,1,3,5,5,14,33,70,46,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,5,4,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,2,3,96,3,3
19100080,1,1,2,2,3,4,11,21,61,34,1,2,2,5,4,1,1,2,3,3,1,1,1,1,1,2,3,3,5,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,5,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,2,3,3,88,9,4
19100081,1,1,1,2,4,4,13,29,65,37,2,3,3,5,2,1,1,1,2,2,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,5,2,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,3,90,9,3
19100082,1,2,2,3,4,5,16,33,67,29,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,4,5,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,4,95,3,3
19100083,1,1,1,3,5,4,13,25,63,53,1,1,1,2,2,1,2,3,6,5,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,3,4,89,3,9
19100084,1,1,1,2,2,1,1,2,4,4,1,1,1,2,2,3,12,17,47,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,6,4,1,1,1,1,1,1,2,2,2,3,1,3,2,6,2,93
19100085,1,2,2,5,6,2,4,6,16,14,1,1,1,2,2,2,8,11,32,75,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,4,3,3,1,1,1,1,1,1,2,2,2,3,2,3,7,25,4,68
19100086,2,3,6,14,6,1,1,2,2,2,1,1,1,2,2,2,7,11,30,77,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,29,4,2,69
19100087,4,13,21,57,26,1,2,2,5,3,1,1,2,2,3,1,1,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,4,1,3,92,5,3,3
19100088,5,17,27,69,45,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,95,3,3,3
19100089,5,19,32,71,47,1,1,2,3,4,1,1,2,3,4,1,1,2,3,4,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,4,4,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,7,1,1,91,4,4,4
19100090,5,16,25,65,36,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,4,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,4,96,3,3,3
19100091,5,16,25,64,44,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,5,95,3,3,3
19100092,4,14,24,62,47,1,1,2,3,3,1,1,2,3,3,1,1,2,3,3,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,1,94,4,4,4
19100093,5,16,25,64,41,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,5,95,3,3,3
19100094,4,18,30,73,130,1,1,2,3,4,1,1,2,3,4,1,1,2,3,4,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,5,8,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,4,92,4,4,4
19100095,5,20,28,71,50,1,1,2,2,3,1,1,2,2,3,1,1,2,2,3,2,3,2,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,5,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,1,94,3,3,3
19100096,5,19,26,69,36,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,1,96,3,3,3
19100097,4,13,21,59,31,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,3,1,96,3,3,3
19100098,5,15,23,62,30,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,4,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,95,3,3,3
19100099,5,16,26,68,57,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,4,7,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,4,97,2,2,2
19100100,1,1,1,2,3,3,9,17,45,31,1,2,2,5,2,2,4,5,16,19,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,4,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,3,2,3,2,65,8,29
