Ward,B0_TO_4,B5_TO_14,B15_TO_24,B25_TO_64,B65_OLDER,C0_TO_4,C5_TO_14,C15_TO_24,C25_TO_64,C65_OLDER,I_A0_TO_4,I_A5_TO_14,I_A15_TO_24,I_A25_TO_64,I_A65_OLDER,W0_TO_4,W5_TO_14,W15_TO_24,W25_TO_64,W65_OLDER,BLOWER_CLASS,BWORKING_CLASS,BLOWER_MIDDLE_CLASS,BUPPER_MIDDLE_CLASS,BUPPER_CLASS,CLOWER_CLASS,CWORKING_CLASS,CLOWER_MIDDLE_CLASS,CUPPER_MIDDLE_CLASS,CUPPER_CLASS,I_ALOWER_CLASS,I_AWORKING_CLASS,I_ALOWER_MIDDLE_CLASS,I_AUPPER_MIDDLE_CLASS,I_AUPPER_CLASS,WLOWER_CLASS,WWORKING_CLASS,WLOWER_MIDDLE_CLASS,WUPPER_MIDDLE_CLASS,WUPPER_CLASS,BEMPLOYED,BUNEMPLOYED,CEMPLOYED,CUNEMPLOYED,I_AEMPLOYED,I_AUNEMPLOYED,WEMPLOYED,WUNEMPLOYED,BSOME_PRIMARY,BCOMPLETED_PRIMAR,BSOME_SECONDARY,BMATRIC,BHIGHER,BOTHER,CSOME_PRIMARY,CCOMPLETED_PRIMAR,CSOME_SECONDARY,CMATRIC,CHIGHER,COTHER,I_ASOME_PRIMARY,I_ACOMPLETED_PRIMAR,I_ASOME_SECONDARY,I_AMATRIC,I_AHIGHER,I_AOTHER,WSOME_PRIMARY,WCOMPLETED_PRIMAR,WSOME_SECONDARY,WMATRIC,WHIGHER,WOTHER,BFAMILY,BSINGLE,CFAMILY,CSINGLE,I_AFAMILY,I_ASINGLE,WFAMILY,WSINGLE,B_PERCENT_MALE,C_PERCENT_MALE,I_A_PERCENT_MALE,W_PERCENT_MALE,B_HOUSEHOLD,C_HOUSEHOLD,I_A_HOUSEHOLD,W_HOUSEHOLD
19100053,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,4,4,4,7,2,2,4,5,1,1,2,3,5,2,1,1,2,4,1,4,4,4,4,4,2,1,2,1,1,1,4,3,1,1,2,2,3,1,1,1,2,2,3,1,1,1,1,1,2,1,4,4,3,4,4,2,1,2,2,2,1,1,5,4,3,7,8,7,,,,
19100054,1,1,1,1,1,3,3,5,5,6,2,1,1,1,1,2,3,3,3,3,1,1,4,4,3,5,4,3,4,2,1,1,1,2,1,3,4,2,1,1,1,1,5,3,1,1,3,4,1,1,1,1,2,1,3,4,5,5,3,3,1,1,1,1,1,2,3,3,4,3,1,2,1,1,5,4,1,1,3,3,6,7,8,8,,,,
19100055,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1,2,3,3,3,5,1,1,2,1,1,3,3,3,2,1,1,1,1,1,1,8,3,1,1,7,1,1,4,2,1,1,3,7,1,1,1,1,2,1,2,2,3,4,3,2,1,1,1,1,1,1,4,6,5,3,2,2,1,1,3,3,1,1,4,4,9,7,9,6,,,,
19100056,1,1,1,1,1,2,2,3,4,4,2,2,2,2,2,2,2,5,4,3,1,2,4,4,2,3,4,4,3,1,2,2,3,6,1,6,4,4,2,2,2,1,4,2,2,2,4,4,1,1,1,2,4,1,2,2,3,5,4,2,2,1,2,2,3,2,2,3,2,4,4,2,1,1,4,3,2,2,3,5,6,6,7,6,,,,
19100057,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,6,5,4,1,2,4,2,1,1,2,2,4,1,1,1,1,3,3,5,5,6,5,8,1,1,2,1,1,1,5,4,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,2,1,3,3,2,4,7,2,1,1,2,1,1,1,4,6,4,7,6,6,,,,
19100058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,6,10,1,2,3,9,3,1,1,1,2,1,1,1,1,3,1,6,6,6,8,10,2,1,1,1,1,1,6,5,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,4,7,8,3,1,1,1,1,1,1,7,6,2,4,8,6,,,,
19100059,1,1,2,1,1,1,1,2,2,2,3,3,4,2,2,2,3,8,4,6,1,2,5,7,2,1,2,3,3,1,2,2,5,10,5,7,3,4,4,5,1,1,2,1,3,2,4,2,1,1,1,4,7,1,1,1,1,2,3,1,2,1,2,3,6,3,3,4,3,4,6,2,1,1,2,1,2,3,4,6,4,6,8,6,,,,
19100060,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,4,6,8,6,7,1,1,4,5,2,1,1,3,4,1,1,2,3,8,5,6,5,6,9,10,1,1,1,1,2,1,6,3,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,4,3,5,6,3,5,9,4,1,1,1,1,2,2,6,7,1,6,8,7,,,,
19100061,1,1,1,1,1,2,2,2,3,2,4,3,3,3,1,3,4,5,5,6,1,2,6,6,2,2,3,8,7,4,2,3,6,8,10,6,5,5,4,4,1,1,4,1,3,2,5,5,1,1,1,1,3,1,2,1,2,4,6,2,3,2,2,3,5,4,4,5,4,5,6,3,1,1,3,2,3,3,5,6,3,7,8,6,,,,
19100062,1,1,1,1,1,1,1,2,2,3,3,3,2,2,3,2,4,4,4,4,1,2,2,5,1,2,2,3,4,1,2,3,2,1,1,4,3,3,5,5,1,1,2,1,2,3,3,3,1,1,1,1,2,1,1,1,2,3,3,1,2,3,3,2,2,3,4,4,3,3,5,2,1,1,2,2,2,2,4,4,4,7,8,7,,,,
19100063,1,1,1,1,1,3,3,4,5,4,3,2,2,2,2,2,2,2,2,2,1,1,2,5,1,2,6,10,9,3,2,2,3,2,1,3,2,2,1,1,1,1,6,1,2,1,2,3,1,1,1,1,1,1,2,2,4,8,8,3,2,1,2,2,2,3,2,3,3,2,1,2,1,1,5,3,2,2,2,2,7,8,8,7,,,,
19100064,1,1,1,1,1,4,4,5,5,2,1,1,1,1,1,3,3,3,4,4,1,1,2,2,1,5,4,2,3,1,1,1,1,2,1,4,4,3,2,2,1,1,5,3,1,1,3,4,1,1,1,1,1,1,4,4,5,4,2,4,1,1,1,1,1,1,4,3,3,4,3,3,1,1,5,4,1,1,4,4,8,7,7,7,,,,
19100065,1,1,1,1,1,5,5,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,6,7,7,6,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,4,6,9,9,,,,
19100066,1,1,1,1,1,4,5,6,6,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,5,7,4,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,3,3,6,1,1,1,1,1,1,1,1,5,5,6,7,3,4,4,4,4,3,1,4,1,1,1,1,1,1,1,1,7,5,3,4,1,1,7,8,9,8,,,,
19100067,1,1,1,1,1,5,5,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,5,5,7,8,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,4,7,9,7,,,,
19100068,1,1,1,1,1,4,5,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,1,1,1,1,1,1,6,7,6,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,8,5,,,,
19100069,1,1,1,1,1,3,4,4,4,3,1,1,1,1,1,3,4,3,4,5,1,2,1,1,1,5,4,1,3,1,1,1,1,1,3,4,4,4,3,2,1,1,5,2,1,1,4,4,1,1,1,1,1,1,4,4,4,3,1,3,1,1,1,1,1,1,4,3,3,5,4,3,1,1,4,4,1,1,5,4,6,6,9,7,,,,
19100070,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,8,3,1,1,7,1,1,1,1,1,1,1,1,1,1,1,6,5,5,3,4,3,3,1,1,1,1,5,5,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,5,6,5,4,2,2,1,1,1,1,6,6,7,7,10,7,,,,
19100071,1,1,2,1,1,2,2,5,4,3,1,1,1,1,1,3,4,3,4,3,1,1,1,1,1,3,3,3,1,2,1,1,1,1,1,3,3,4,3,2,1,1,4,2,1,1,3,3,1,1,2,2,1,1,3,3,4,4,2,2,1,1,1,1,1,1,4,4,3,4,4,3,1,1,3,4,1,1,4,4,3,6,8,8,,,,
19100072,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,3,4,5,5,5,1,1,2,2,1,2,4,6,5,3,1,1,1,5,1,6,5,4,2,2,1,1,4,1,1,2,4,6,1,1,1,1,1,1,2,2,3,4,4,2,1,1,1,1,2,1,4,5,5,5,3,3,1,1,3,2,1,1,5,5,7,7,8,7,,,,
19100073,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,3,5,6,5,8,1,1,1,1,1,1,2,4,3,2,1,1,1,2,1,6,5,5,5,3,1,1,2,1,1,1,5,4,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,6,6,5,6,5,3,1,1,2,2,1,1,6,6,1,7,8,7,,,,
19100074,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,4,4,3,4,3,3,2,1,3,1,2,1,1,2,1,1,1,1,2,1,3,3,4,6,6,3,2,2,1,1,1,4,3,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,2,3,5,4,2,2,2,2,1,1,4,4,6,7,6,8,,,,
19100075,4,4,4,4,1,3,4,5,4,2,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,3,4,3,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,3,1,1,1,1,4,4,4,4,3,4,3,4,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,5,8,8,5,,,,
19100076,1,1,1,1,1,6,7,9,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,1,1,1,1,1,1,1,1,1,6,8,9,7,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,7,7,8,8,,,,
19100077,1,1,1,1,1,6,7,9,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,1,1,1,1,1,1,1,1,1,1,6,7,9,7,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,1,1,1,1,8,7,6,7,,,,
19100078,1,1,1,1,1,5,5,8,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,1,1,1,1,1,1,5,5,8,10,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,1,1,1,1,8,8,9,8,,,,
19100079,1,1,1,1,1,6,6,9,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,1,1,1,1,7,8,8,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,7,7,4,,,,
19100080,1,1,1,1,1,6,7,8,9,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,10,7,10,2,1,1,1,2,1,1,1,1,1,1,1,1,10,4,1,1,1,1,1,1,1,1,1,1,6,6,8,10,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,1,1,1,1,10,8,9,9,,,,
19100081,1,1,1,1,1,5,6,8,7,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,5,1,2,1,1,1,1,1,1,1,1,6,7,8,6,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,7,1,1,1,1,8,7,7,8,,,,
19100082,1,1,1,1,1,7,8,9,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,8,9,8,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,1,1,6,7,5,6,,,,
19100083,1,1,1,1,1,5,6,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,6,7,7,6,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,9,8,8,8,,,,
19100084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6,6,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,4,5,8,4,1,1,1,1,1,1,7,6,7,8,4,8,,,,
19100085,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,4,3,4,6,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,4,3,3,3,4,1,1,2,1,1,1,3,4,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,4,4,3,5,3,3,1,1,2,2,1,1,5,4,9,8,9,7,,,,
19100086,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,9,3,1,1,2,10,1,1,1,1,1,1,1,1,1,1,7,5,3,2,2,3,3,1,1,1,1,4,6,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,5,6,5,6,4,3,3,2,1,1,1,1,6,5,8,6,6,7,,,,
19100087,5,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,1,1,4,4,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,8,7,1,6,,,,
19100088,6,7,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,6,7,6,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,5,4,1,1,,,,
19100089,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,5,5,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,5,10,1,1,,,,
19100090,6,7,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,7,8,6,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,6,1,1,10,,,,
19100091,5,6,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,6,6,6,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,5,4,1,10,,,,
19100092,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,4,5,5,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,1,1,,,,
19100093,5,6,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,6,6,6,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,5,3,1,10,,,,
19100094,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,3,4,5,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,2,1,5,,,,
19100095,4,6,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,5,5,6,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,6,4,1,1,,,,
19100096,7,8,6,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,7,7,7,6,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,6,7,1,1,,,,
19100097,5,5,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,5,6,6,6,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,5,2,10,1,,,,
19100098,5,6,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,5,6,6,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,6,4,1,1,,,,
19100099,7,8,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,1,1,1,1,1,1,6,7,8,10,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,6,8,1,10,,,,
19100100,1,1,1,1,1,4,5,5,5,3,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,6,3,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,5,4,1,1,2,3,1,1,1,1,1,1,5,5,5,4,2,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,5,5,1,1,2,2,8,7,7,8,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
